"","Player","Year","Gcar","Gtm","Date","Tm","Home","Opp","Rslt","Inngs","PA","AB","R","H","X2B","X3B","HR","RBI","BB","IBB","SO","HBP","SH","SF","ROE","GDP","SB","CS","BA","OBP","SLG","OPS","BOP","aLI","WPA","RE24","Pos","DELTAAVG"
"107","jeterde01",1996,"118","106","Aug 1, 1996","NYY","@","TEX","W,6-5","CG","4","4","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0",0.296,".361",".400",".761","9",".73","-0.084","-1.42","SS",-0.003
"108","jeterde01",1996,"119","107","Aug 2, 1996","NYY","@","KCR","L,3-4","CG(10)","4","4","1","1","0","0","1","2","0","0","0","0","0","0","0","0","0","0",0.295,".360",".407",".766","8","1.12","0.058","1.11","SS",-0.001
"109","jeterde01",1996,"120","108","Aug 3, 1996","NYY","@","KCR","L,4-11","GS-6","2","2","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0",0.296,".361",".412",".773","8",".26","0.043","0.57","SS",0.001
"110","jeterde01",1996,"121","109","Aug 4, 1996","NYY","@","KCR","W,5-3","CG","5","4","0","2","0","0","0","1","0","0","0","1","0","0","0","0","0","0",0.299,".363",".413",".777","1",".75","0.032","0.09","SS",0.003
"111","jeterde01",1996,"122","110","Aug 5, 1996","NYY","@","KCR","W,5-2","CG","5","5","3","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.305,".369",".418",".787","1","1.00","0.193","1.75","SS",0.00600000000000001
"112","jeterde01",1996,"123","111","Aug 6, 1996","NYY","H","CHW","W,9-2","CG","5","5","2","3","1","0","0","0","0","0","1","0","0","0","0","0","1","0",0.309,".371",".423",".795","1",".45","0.049","0.95","SS",0.004
"113","jeterde01",1996,"124","112","Aug 7, 1996","NYY","H","CHW","L,4-8","CG(10)","5","4","1","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0",0.306,".367",".419",".786","1","1.96","-0.118","-1.01","SS",-0.003
"114","jeterde01",1996,"125","113","Aug 8, 1996","NYY","H","CHW","W,8-4","CG","5","4","1","1","0","0","0","0","1","0","2","0","0","0","0","0","0","0",0.305,".367",".417",".785","1",".39","0.010","0.15","SS",-0.001
"115","jeterde01",1996,"126","114","Aug 9, 1996","NYY","H","DET","L,3-5","CG","5","5","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.304,".365",".415",".780","1","1.05","-0.085","-0.48","SS",-0.001
"116","jeterde01",1996,"127","115","Aug 10, 1996","NYY","H","DET","L,7-13","CG","5","4","1","2","0","0","0","1","0","0","1","0","0","1","0","0","0","0",0.306,".366",".415",".781","1",".93","0.072","0.39","SS",0.002
"117","jeterde01",1996,"128","116","Aug 11, 1996","NYY","H","DET","W,12-0","CG","6","6","3","3","0","0","0","0","0","0","0","0","0","0","0","0","1","0",0.309,".368",".417",".784","1",".37","-0.012","-0.28","SS",0.003
"118","jeterde01",1996,"129","117","Aug 12, 1996","NYY","@","CHW","L,2-3","CG(10)","4","4","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","1",0.308,".367",".415",".782","1","1.40","-0.097","-0.77","SS",-0.001
"119","jeterde01",1996,"130","118","Aug 13, 1996","NYY","@","CHW","L,4-8","CG","5","4","1","3","1","0","0","0","1","0","0","0","0","0","0","0","0","0",0.313,".371",".421",".792","1",".74","0.075","0.78","SS",0.005
"120","jeterde01",1996,"131","119","Aug 14, 1996","NYY","@","CHW","W,3-1","CG","4","4","1","2","0","0","1","1","0","0","1","0","0","0","0","0","0","0",0.314,".372",".429",".801","1",".99","0.089","0.75","SS",0.001
"121","jeterde01",1996,"132","120","Aug 16, 1996","NYY","H","SEA","L,5-6","CG","5","4","2","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0",0.314,".373",".427",".800","1","1.54","-0.076","0.05","SS",0
"122","jeterde01",1996,"133","121","Aug 17, 1996","NYY","H","SEA","L,3-10","CG","4","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.311,".370",".423",".792","1",".40","-0.040","-0.95","SS",-0.003
"123","jeterde01",1996,"134","122","Aug 18, 1996","NYY","H","SEA","L,12-13","CG(12)","7","7","2","3","2","0","0","1","0","0","1","0","0","0","0","0","0","0",0.313,".370",".428",".798","1","1.47","0.062","0.74","SS",0.002
"124","jeterde01",1996,"135","123","Aug 19, 1996","NYY","H","SEA","W,10-4","CG","4","3","0","1","0","0","0","2","1","0","0","0","0","0","0","0","0","0",0.313,".371",".427",".798","7","1.22","0.090","1.26","SS",0
"125","jeterde01",1996,"136","124","Aug 20, 1996","NYY","H","CAL","W,17-6","GS-7","5","5","1","1","0","0","0","1","0","0","0","0","0","0","1","0","1","0",0.312,".370",".424",".794","1",".55","0.019","0.00","SS",-0.001
"126","jeterde01",1996,"137","125","Aug 21, 1996","NYY","H","CAL","L,1-7","CG","5","4","1","2","0","0","1","1","0","0","0","0","1","0","0","0","0","0",0.313,".371",".432",".803","1","1.43","0.112","1.08","SS",0.001
"127","jeterde01",1996,"138","126","Aug 22, 1996","NYY","H","CAL","L,3-12","CG","4","3","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0",0.311,".370",".429",".799","1",".39","-0.042","-0.47","SS",-0.002
"128","jeterde01",1996,"139","127","Aug 23, 1996","NYY","H","OAK","W,5-3","CG","4","2","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0",0.31,".369",".427",".796","1",".88","-0.017","-0.44","SS",-0.001
"129","jeterde01",1996,"140","128","Aug 24, 1996","NYY","H","OAK","W,5-4","CG","4","2","2","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0",0.308,".370",".425",".795","1","1.22","-0.062","-0.34","SS",-0.002
"130","jeterde01",1996,"141","129","Aug 25, 1996","NYY","H","OAK","L,4-6","CG","5","5","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.307,".368",".423",".791","1","1.36","-0.132","-0.78","SS",-0.001
"131","jeterde01",1996,"142","130","Aug 26, 1996","NYY","@","SEA","L,1-2","CG","4","3","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","1",0.305,".367",".420",".787","2","1.45","-0.132","-1.03","SS",-0.002
"132","jeterde01",1996,"143","131","Aug 27, 1996","NYY","@","SEA","L,4-7","CG","4","4","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.305,".366",".418",".785","1",".78","-0.038","-0.31","SS",0
"133","jeterde01",1996,"144","132","Aug 28, 1996","NYY","@","SEA","L,2-10","CG","4","4","1","2","0","0","0","0","0","0","0","0","0","0","0","1","0","0",0.306,".367",".419",".787","7",".78","-0.061","-0.78","SS",0.001
"134","jeterde01",1996,"145","133","Aug 29, 1996","NYY","@","CAL","L,3-14","CG","4","4","1","1","0","0","0","0","0","0","2","0","0","0","0","0","0","0",0.306,".367",".418",".784","9",".39","-0.014","-0.50","SS",0
"135","jeterde01",1996,"146","134","Aug 30, 1996","NYY","@","CAL","W,6-2","CG","3","3","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0",0.304,".364",".415",".780","9",".48","-0.041","-0.86","SS",-0.002
"136","jeterde01",1996,"147","135","Aug 31, 1996","NYY","@","CAL","W,14-3","CG","5","4","2","2","0","0","0","4","0","0","0","1","0","0","0","0","0","0",0.306,".367",".416",".782","9",".49","0.057","3.07","SS",0.002
"138","jeterde01",1996,"148","136","Sep 1, 1996","NYY","@","CAL","L,0-4","CG","4","4","0","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0",0.307,".368",".416",".784","2",".76","0.034","0.29","SS",0.001
"139","jeterde01",1996,"149","137","Sep 2, 1996","NYY","@","OAK","W,5-0","CG","5","5","0","1","0","0","0","1","0","0","1","0","0","0","0","1","0","0",0.306,".366",".414",".780","1","1.20","-0.049","-0.61","SS",-0.001
"140","jeterde01",1996,"150","138","Sep 3, 1996","NYY","@","OAK","L,9-10","CG","5","4","1","1","0","0","0","2","1","0","2","0","0","0","0","0","0","0",0.306,".366",".413",".779","1","1.32","-0.012","0.26","SS",0
"141","jeterde01",1996,"151","139","Sep 4, 1996","NYY","@","OAK","W,10-3","CG","4","4","1","3","0","0","0","1","0","0","0","0","0","0","0","0","1","0",0.309,".369",".416",".785","9",".66","0.072","1.57","SS",0.003
"142","jeterde01",1996,"152","140","Sep 6, 1996","NYY","H","TOR","W,4-3","CG","4","3","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0",0.307,".368",".413",".782","2","1.36","-0.051","-0.58","SS",-0.002
"143","jeterde01",1996,"153","141","Sep 7, 1996","NYY","H","TOR","L,2-3","CG","3","3","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0",0.308,".368",".413",".781","9","1.03","0.001","-0.15","SS",0.001
"144","jeterde01",1996,"154","142","Sep 8, 1996","NYY","H","TOR","L,2-4","CG","4","4","1","2","1","0","0","0","0","0","0","0","0","0","0","1","0","0",0.309,".369",".415",".784","7","1.29","0.066","1.08","SS",0.001
"145","jeterde01",1996,"155","143","Sep 10, 1996","NYY","@","DET","W,9-8","CG","5","5","2","3","0","2","0","1","0","0","0","0","0","0","0","0","0","0",0.312,".371",".425",".796","1","1.17","0.192","2.26","SS",0.003
"146","jeterde01",1996,"156","144","Sep 11, 1996","NYY","@","DET","W,7-3","CG","4","4","3","2","0","0","0","1","0","0","0","0","0","0","1","0","1","0",0.313,".372",".426",".798","9","1.12","0.202","1.64","SS",0.001
"147","jeterde01",1996,"157","145","Sep 12, 1996","NYY","@","DET","W,12-3","CG","6","4","2","1","0","0","0","1","0","0","1","1","0","1","0","0","0","0",0.313,".372",".424",".796","1",".83","-0.012","0.17","SS",0
"148","jeterde01",1996,"158","146","Sep 13, 1996","NYY","@","TOR","W,4-1","CG","4","4","2","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0",0.314,".372",".425",".797","9",".85","0.036","0.47","SS",0.001
"149","jeterde01",1996,"159","147","Sep 14, 1996","NYY","@","TOR","W,3-1","CG","4","4","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0",0.314,".372",".423",".795","9","1.30","-0.003","0.30","SS",0
"150","jeterde01",1996,"160","148","Sep 15, 1996","NYY","@","TOR","L,1-3","CG","3","3","1","1","0","0","1","1","0","0","2","0","0","0","0","0","0","0",0.314,".371",".429",".800","9","1.39","0.023","0.48","SS",0
"151","jeterde01",1996,"161","149","Sep 16, 1996","NYY","@","TOR","W,10-0","GS-8","3","3","2","2","1","0","0","1","0","0","0","0","0","0","0","0","0","0",0.316,".373",".432",".805","9",".26","0.041","0.77","SS",0.002
"152","jeterde01",1996,"162","150","Sep 18, 1996","NYY","H","BAL","W,3-2","CG(10)","4","4","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.317,".374",".432",".806","9","1.99","0.087","0.10","SS",0.001
"153","jeterde01",1996,"163","151","Sep 19, 1996","NYY","H","BAL","W,9-3","CG","5","5","1","1","0","0","0","2","0","0","3","0","0","0","0","0","0","0",0.316,".372",".430",".802","9",".67","0.111","-0.35","SS",-0.001
"154","jeterde01",1996,"164","152","Sep 19, 1996","NYY","H","BAL","L,9-10","CG","5","5","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.317,".373",".430",".802","1","1.01","-0.021","-0.22","SS",0.001
"155","jeterde01",1996,"165","153","Sep 20, 1996","NYY","H","BOS","L,2-4","CG","4","4","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.316,".372",".429",".800","9","1.33","-0.039","-0.43","SS",-0.001
"156","jeterde01",1996,"166","154","Sep 21, 1996","NYY","H","BOS","W,12-11","CG(10)","7","6","0","3","1","0","0","3","1","0","0","0","0","0","0","1","0","0",0.318,".374",".431",".805","7","3.08","0.266","1.04","SS",0.002
"157","jeterde01",1996,"167","155","Sep 22, 1996","NYY","H","BOS","W,4-3","CG","4","3","2","2","0","0","0","0","1","0","1","0","0","0","0","0","1","0",0.32,".376",".432",".809","9","1.37","0.114","0.81","SS",0.002
"158","jeterde01",1996,"168","156","Sep 23, 1996","NYY","H","BOS","L,3-4","CG(11)","5","4","1","1","0","0","0","0","1","0","1","0","0","0","0","0","1","0",0.32,".377",".431",".808","7","1.37","-0.136","-0.94","SS",0
"159","jeterde01",1996,"169","157","Sep 25, 1996","NYY","H","MIL","W,19-2","GS-5","3","3","1","1","1","0","0","2","0","0","1","0","0","0","1","0","0","0",0.32,".376",".432",".809","7",".27","0.086","2.06","SS",0
"160","jeterde01",1996,"170","160 (2)","Sep 27, 1996","NYY","@","BOS","L,5-7","CG","5","5","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0",0.317,".373",".429",".802","1","1.05","-0.144","-1.31","SS",-0.003
"161","jeterde01",1996,"171","161","Sep 28, 1996","NYY","@","BOS","W,4-2","CG","4","4","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0",0.315,".371",".426",".797","7",".62","-0.069","-1.03","SS",-0.002
"162","jeterde01",1996,"172","162","Sep 29, 1996","NYY","@","BOS","L,5-6","CG","4","4","1","1","0","0","1","1","0","0","2","0","0","0","0","0","0","1",0.314,".370",".430",".800","9","1.49","-0.065","-0.39","SS",-0.001
"165","jeterde01",1997,"173","1","Apr 1, 1997","NYY","@","SEA","L,2-4","CG","4","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0,".000",".000",".000","1",".81","-0.084","-0.80","SS",NA
"210","jeterde01",1997,"174","2","Apr 2, 1997","NYY","@","SEA","W,16-2","CG","7","5","1","1","0","0","0","1","1","0","0","1","0","0","1","0","0","0",0.111,".273",".111",".384","1",".33","-0.026","0.59","SS",0.111
"311","jeterde01",1997,"175","3","Apr 4, 1997","NYY","@","OAK","L,2-4","CG","5","4","1","3","1","1","0","0","1","0","0","0","0","0","0","0","1","0",0.308,".438",".538",".976","1","1.25","0.324","1.92","SS",0.197
"410","jeterde01",1997,"176","4","Apr 5, 1997","NYY","@","OAK","W,10-5","CG","6","6","2","4","1","0","0","1","0","0","1","0","0","0","0","0","1","0",0.421,".500",".632","1.132","1","1.04","0.022","1.37","SS",0.113
"511","jeterde01",1997,"177","5","Apr 6, 1997","NYY","@","OAK","L,0-3","CG","4","4","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.435,".500",".609","1.109","1","1.09","0.020","0.04","SS",0.014
"611","jeterde01",1997,"178","6","Apr 7, 1997","NYY","@","ANA","W,5-3","CG","5","3","2","3","0","0","0","0","2","0","0","0","0","0","0","0","0","0",0.5,".581",".654","1.234","1",".96","0.187","2.75","SS",0.065
"710","jeterde01",1997,"179","7","Apr 8, 1997","NYY","@","ANA","L,9-10","CG(12)","6","6","2","3","1","1","0","2","0","0","1","0","0","0","0","0","0","0",0.5,".568",".719","1.286","1","1.37","0.197","2.25","SS",0
"811","jeterde01",1997,"180","8","Apr 9, 1997","NYY","@","ANA","W,12-5","GS-8","5","3","1","1","0","0","0","1","1","0","1","0","1","0","1","0","0","0",0.486,".561",".686","1.247","1",".55","0.095","0.79","SS",-0.014
"911","jeterde01",1997,"181","9","Apr 11, 1997","NYY","H","OAK","L,1-3","CG(12)","6","5","0","1","0","0","0","0","1","0","2","0","0","0","0","0","0","0",0.45,".532",".625","1.157","1","1.13","-0.045","-0.50","SS",-0.036
"1010","jeterde01",1997,"182","10","Apr 13, 1997","NYY","H","OAK","W,3-2","CG","4","4","2","2","0","0","1","1","0","0","1","0","0","0","0","0","0","0",0.455,".529",".682","1.211","1",".85","0.089","0.89","SS",0.005
"1111","jeterde01",1997,"183","11","Apr 13, 1997","NYY","H","OAK","L,4-7","CG","5","4","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0",0.417,".500",".625","1.125","2",".87","-0.019","-0.69","SS",-0.038
"1211","jeterde01",1997,"184","12","Apr 14, 1997","NYY","H","ANA","L,1-5","CG","4","3","0","0","0","0","0","0","1","0","3","0","0","0","0","0","0","0",0.392,".483",".588","1.072","1",".62","-0.016","-0.09","SS",-0.025
"1311","jeterde01",1997,"185","13","Apr 15, 1997","NYY","H","ANA","L,5-6","CG","5","3","0","1","0","0","0","1","2","0","1","0","0","0","0","0","0","0",0.389,".492",".574","1.066","1","1.10","0.117","1.07","SS",-0.003
"1411","jeterde01",1997,"186","14","Apr 16, 1997","NYY","@","MIL","L,4-7","CG","5","5","1","1","0","0","0","0","0","0","3","0","0","0","1","0","0","0",0.373,".471",".542","1.014","1","1.15","-0.035","-0.30","SS",-0.016
"1510","jeterde01",1997,"187","15","Apr 17, 1997","NYY","@","MIL","L,4-5","CG","4","2","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0",0.361,".473",".525",".998","7","1.12","-0.036","-0.21","SS",-0.012
"166","jeterde01",1997,"188","16","Apr 18, 1997","NYY","@","CHW","W,10-4","CG","5","4","0","0","0","0","0","0","1","0","2","0","0","0","0","0","0","0",0.338,".456",".492",".948","7",".29","-0.033","-1.10","SS",-0.023
"172","jeterde01",1997,"189","17","Apr 19, 1997","NYY","@","CHW","W,3-2","CG","4","3","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0",0.338,".458",".485",".943","1","1.02","-0.008","-0.02","SS",0
"181","jeterde01",1997,"190","18","Apr 20, 1997","NYY","@","CHW","L,7-8","CG(11)","6","5","0","1","0","0","0","1","1","0","1","0","0","0","0","0","1","0",0.329,".449",".466",".915","7","2.41","0.033","0.00","SS",-0.00900000000000001
"191","jeterde01",1997,"191","19","Apr 21, 1997","NYY","@","CHW","W,4-3","CG","5","4","1","3","0","1","0","0","1","0","0","0","0","0","0","1","1","0",0.351,".468",".506",".975","1","1.42","0.051","0.40","SS",0.022
"201","jeterde01",1997,"192","20","Apr 22, 1997","NYY","H","MIL","W,10-2","CG","5","5","1","1","0","0","0","2","0","0","2","0","0","0","0","0","0","0",0.341,".455",".488",".942","7",".75","0.043","1.01","SS",-0.00999999999999995
"211","jeterde01",1997,"193","21","Apr 23, 1997","NYY","H","MIL","W,10-5","CG","5","5","3","2","1","0","0","1","0","0","0","0","0","0","0","1","0","0",0.345,".452",".494",".946","2","1.00","0.092","1.02","SS",0.00399999999999995
"221","jeterde01",1997,"194","22","Apr 25, 1997","NYY","H","CHW","L,3-9","CG","4","4","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.363,".463",".505",".968","1",".40","0.060","1.03","SS",0.018
"231","jeterde01",1997,"195","23","Apr 26, 1997","NYY","H","CHW","W,10-2","CG","5","5","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0",0.344,".442",".479",".922","7",".43","-0.066","-2.51","SS",-0.019
"241","jeterde01",1997,"196","24","Apr 27, 1997","NYY","H","CHW","W,7-1","CG","4","3","2","0","0","0","0","1","1","0","0","0","0","0","0","1","0","0",0.333,".436",".465",".901","7",".60","0.022","-0.40","SS",-0.011
"251","jeterde01",1997,"197","25","Apr 28, 1997","NYY","H","SEA","W,6-5","CG","5","5","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0",0.317,".418",".442",".860","2","1.68","-0.145","-1.17","SS",-0.016
"261","jeterde01",1997,"198","26","Apr 29, 1997","NYY","H","SEA","L,5-7","CG","4","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.306,".405",".426",".831","7","1.08","-0.115","-1.57","SS",-0.011
"271","jeterde01",1997,"199","27","Apr 30, 1997","NYY","H","SEA","W,3-2","CG","4","2","0","1","0","0","0","0","1","0","1","1","0","0","0","0","1","0",0.309,".415",".427",".843","7",".73","-0.017","0.01","SS",0.003
"291","jeterde01",1997,"200","28","May 2, 1997","NYY","@","KCR","W,9-1","CG","4","3","1","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0",0.301,".406",".416",".822","7",".46","-0.025","0.91","SS",-0.00800000000000001
"301","jeterde01",1997,"201","29","May 3, 1997","NYY","@","KCR","L,1-2","CG","4","4","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0",0.291,".394",".402",".796","7","2.25","-0.145","-0.97","SS",-0.01
"312","jeterde01",1997,"202","30","May 4, 1997","NYY","@","KCR","W,13-5","CG","6","5","1","2","1","0","0","1","0","0","1","0","1","0","0","0","0","0",0.295,".394",".410",".804","2",".61","0.061","-0.34","SS",0.004
"321","jeterde01",1997,"203","31","May 5, 1997","NYY","H","MIN","L,8-9","CG","4","3","2","1","0","0","1","3","1","0","0","0","0","0","0","0","0","0",0.296,".397",".432",".829","7","1.24","-0.005","1.42","SS",0.001
"331","jeterde01",1997,"204","32","May 6, 1997","NYY","H","MIN","W,7-2","CG","4","3","1","1","0","0","1","1","1","0","0","0","0","0","0","0","0","0",0.297,".400",".453",".853","1",".48","0.082","0.56","SS",0.001
"341","jeterde01",1997,"205","33","May 7, 1997","NYY","H","TEX","W,5-2","CG","3","3","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","1",0.305,".405",".458",".863","7",".85","0.058","0.40","SS",0.00800000000000001
"351","jeterde01",1997,"206","34","May 8, 1997","NYY","H","TEX","W,5-4","CG","4","4","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.304,".401",".452",".853","2",".99","-0.029","0.15","SS",-0.001
"361","jeterde01",1997,"207","35","May 9, 1997","NYY","H","KCR","L,5-7","CG(12)","6","6","1","2","0","0","1","2","0","0","2","0","0","0","0","0","0","0",0.305,".399",".468",".867","2","1.56","0.136","0.98","SS",0.001
"371","jeterde01",1997,"208","36","May 10, 1997","NYY","H","KCR","W,5-2","CG","3","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.306,".398",".465",".863","7","1.05","-0.036","-0.17","SS",0.001
